ssid;bssid;channel;RSSI;security;hidden;time
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-59;5;3;1609459212
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-58;5;2;1609459212
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-60;5;2;1609459212
b'eduroam';b'l1\x0e\xba\n\xa4';1;-58;5;2;1609459212
b'AAU';b'l1\x0e\xba\n\xa6';1;-56;0;2;1609459212
b'AAU';b'l1\x0e\xba\x11\x86';1;-85;0;1;1609459212
b'';b'l1\x0e\xf3U\xe7';6;-71;5;1;1609459212
b'Bear';b'\xc2+\xf9\xcay\x07';6;-65;5;2;1609459212
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-70;5;2;1609459212
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-71;5;3;1609459212
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-69;5;2;1609459212
b'AAU-1x';b'l1\x0e\xe1\x0f`';6;-60;5;2;1609459212
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-61;5;2;1609459212
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-70;5;2;1609459212
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-59;5;2;1609459212
b'eduroam';b'l1\x0e\xe1\x0fd';6;-59;5;2;1609459212
b'AAU';b'l1\x0e\xe1\x0ff';6;-58;0;2;1609459212
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-69;5;3;1609459212
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-72;5;3;1609459212
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-71;0;2;1609459212
b'eduroam';b'l1\x0e\xf3U\xe4';6;-69;5;3;1609459212
b'AAU';b'l1\x0e\xf3U\xe6';6;-73;0;2;1609459212
b'';b'l1\x0e\xe1\x0fg';6;-59;5;1;1609459212
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-72;5;1;1609459212
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-70;5;4;1609459212
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-68;3;3;1609459212
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-55;5;2;1609459215
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-55;5;2;1609459215
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-51;5;2;1609459215
b'eduroam';b'l1\x0e\xba\n\xa4';1;-54;5;2;1609459215
b'AAU';b'l1\x0e\xba\n\xa6';1;-55;0;2;1609459215
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-72;7;3;1609459215
b'AAU';b'l1\x0e\xba\x11\x86';1;-80;0;2;1609459215
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-62;5;3;1609459215
b'Bear';b'\xc2+\xf9\xcay\x07';6;-71;5;3;1609459215
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-63;5;3;1609459215
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-66;5;2;1609459215
b'AAU-1x';b'l1\x0e\xe1\x0f`';6;-62;5;2;1609459215
b'eduroam';b'l1\x0e\xf3U\xe4';6;-76;5;3;1609459215
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-64;5;2;1609459215
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-76;5;2;1609459215
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-68;5;2;1609459215
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-65;5;2;1609459215
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-66;0;2;1609459215
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-74;5;2;1609459215
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-77;5;2;1609459215
b'eduroam';b'l1\x0e\xe1\x0fd';6;-63;5;3;1609459215
b'AAU';b'l1\x0e\xe1\x0ff';6;-63;0;3;1609459215
b'AAU';b'l1\x0e\xf3U\xe6';6;-75;0;2;1609459215
b'';b'l1\x0e\xf3U\xe5';6;-75;0;1;1609459215
b'';b'l1\x0e\xe1\x0fe';6;-64;0;1;1609459215
b'';b'l1\x0e\xf3U\xe7';6;-73;5;1;1609459215
b'';b'l1\x0e\xe1\x0fg';6;-62;5;1;1609459215
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-79;7;3;1609459215
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-69;5;7;1609459215
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-70;3;3;1609459215
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-55;5;2;1609459217
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-55;5;2;1609459217
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-55;5;2;1609459217
b'AAU';b'l1\x0e\xba\x11\x86';1;-77;0;2;1609459217
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-74;7;2;1609459217
b'eduroam';b'l1\x0e\xba\n\xa4';1;-56;5;3;1609459217
b'AAU';b'l1\x0e\xba\n\xa6';1;-59;0;3;1609459217
b'';b'l1\x0e\xba\n\xa5';1;-54;0;1;1609459217
b'';b'l1\x0e\xba\n\xa7';1;-55;5;1;1609459217
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-67;5;2;1609459217
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-64;5;2;1609459217
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-63;5;2;1609459217
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-64;5;2;1609459217
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-69;5;2;1609459217
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-68;5;3;1609459217
b'eduroam';b'l1\x0e\xf3U\xe4';6;-70;5;3;1609459217
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-66;0;2;1609459217
b'AAU';b'l1\x0e\xf3U\xe6';6;-69;0;2;1609459217
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-69;5;2;1609459217
b'AAU-1x';b'l1\x0e\xe1\x0f`';6;-63;5;2;1609459217
b'Bear';b'\xc2+\xf9\xcay\x07';6;-57;5;1;1609459217
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-62;5;3;1609459217
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-61;5;2;1609459217
b'eduroam';b'l1\x0e\xe1\x0fd';6;-62;5;1;1609459217
b'AAU';b'l1\x0e\xe1\x0ff';6;-61;0;1;1609459217
b'';b'l1\x0e\xf3U\xe5';6;-69;0;1;1609459217
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-71;5;5;1609459217
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-73;7;1;1609459217
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-66;3;3;1609459217
b'';b'l1\x0e\xba\x11\x85';1;-74;0;1;1609459220
b'AAU';b'l1\x0e\xba\x11\x86';1;-70;0;3;1609459220
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-83;7;1;1609459220
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-59;5;2;1609459220
b'';b'l1\x0e\xba\x11\x87';1;-78;5;1;1609459220
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-58;5;2;1609459220
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-59;5;2;1609459220
b'eduroam';b'l1\x0e\xba\n\xa4';1;-58;5;2;1609459220
b'AAU';b'l1\x0e\xba\n\xa6';1;-62;0;1;1609459220
b'EBF0B990';b'\n\xab\xf07\x93\xba';1;-82;0;1;1609459220
b'';b'l1\x0e\xba\n\xa5';1;-58;0;1;1609459220
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-68;5;2;1609459220
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-66;5;2;1609459220
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-66;5;2;1609459220
b'Bear';b'\xc2+\xf9\xcay\x07';6;-58;5;1;1609459220
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-67;5;2;1609459220
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-67;5;2;1609459220
b'eduroam';b'l1\x0e\xf3U\xe4';6;-65;5;2;1609459220
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-65;5;3;1609459220
b'AAU';b'l1\x0e\xf3U\xe6';6;-65;0;2;1609459220
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-66;5;3;1609459220
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-67;0;3;1609459220
b'';b'<Q\x0e\x13\xfd\x85';6;-69;0;1;1609459220
b'';b'<Q\x0e\x13\xfd\x87';6;-67;5;1;1609459220
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-69;7;2;1609459220
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-76;5;3;1609459220
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-66;3;3;1609459220
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-56;5;3;1609459223
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-54;5;3;1609459223
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-52;5;3;1609459223
b'eduroam';b'l1\x0e\xba\n\xa4';1;-56;5;2;1609459223
b'AAU';b'l1\x0e\xba\n\xa6';1;-54;0;2;1609459223
b'AAU';b'l1\x0e\xba\x11\x86';1;-74;0;2;1609459223
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-72;7;3;1609459223
b'eduroam';b'l1\x0e\xba\x11\x84';1;-74;5;1;1609459223
b'';b'l1\x0e\xba\x11\x85';1;-73;0;1;1609459223
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-67;5;2;1609459223
b'AAU-1x';b'l1\x0e\xe1\x0f`';6;-60;5;2;1609459223
b'Bear';b'\xc2+\xf9\xcay\x07';6;-60;5;1;1609459223
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-66;5;2;1609459223
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-66;5;2;1609459223
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-67;5;2;1609459223
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-60;5;2;1609459223
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-60;5;2;1609459223
b'eduroam';b'l1\x0e\xe1\x0fd';6;-60;5;2;1609459223
b'AAU';b'l1\x0e\xe1\x0ff';6;-58;0;2;1609459223
b'eduroam';b'l1\x0e\xf3U\xe4';6;-65;5;2;1609459223
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-66;5;3;1609459223
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-63;5;3;1609459223
b'AAU';b'l1\x0e\xf3U\xe6';6;-65;0;2;1609459223
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-68;5;3;1609459223
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-66;0;3;1609459223
b'';b'<Q\x0e\x13\xfd\x85';6;-67;0;1;1609459223
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-67;7;4;1609459223
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-73;5;1;1609459223
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-65;3;3;1609459223
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-70;7;3;1609459225
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-46;5;2;1609459225
b'AAU';b'l1\x0e\xba\x11\x86';1;-78;0;2;1609459225
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-45;5;2;1609459225
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-45;5;2;1609459225
b'eduroam';b'l1\x0e\xba\n\xa4';1;-45;5;2;1609459225
b'AAU';b'l1\x0e\xba\n\xa6';1;-47;0;2;1609459225
b'AAU-1x';b'l1\x0e\xba\x11\x80';1;-79;5;1;1609459225
b'AAU-1-DAY';b'l1\x0e\xba\x11\x81';1;-77;5;1;1609459225
b'AAU-CONF-1';b'l1\x0e\xba\x11\x82';1;-77;5;1;1609459225
b'eduroam';b'l1\x0e\xba\x11\x84';1;-80;5;1;1609459225
b'EBF0B990';b'\n\xab\xf07\x93\xba';1;-75;0;1;1609459225
b'Bear';b'\xc2+\xf9\xcay\x07';6;-50;5;2;1609459225
b'AAU-1x';b'l1\x0e\xe1\x0f`';6;-62;5;2;1609459225
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-64;5;2;1609459225
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-61;5;2;1609459225
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-63;5;2;1609459225
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-62;5;2;1609459225
b'';b'l1\x0e\xe1\x0fe';6;-65;0;1;1609459225
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-63;5;2;1609459225
b'eduroam';b'l1\x0e\xf3U\xe4';6;-62;5;2;1609459225
b'AAU';b'l1\x0e\xf3U\xe6';6;-64;0;2;1609459225
b'eduroam';b'l1\x0e\xe1\x0fd';6;-65;5;2;1609459225
b'';b'l1\x0e\xf3U\xe7';6;-64;5;1;1609459225
b'AAU';b'l1\x0e\xe1\x0ff';6;-62;0;2;1609459225
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-60;0;1;1609459225
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-64;7;5;1609459225
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-77;5;4;1609459225
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-64;3;2;1609459225
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-48;5;2;1609459228
b'AAU';b'l1\x0e\xba\n\xa6';1;-48;0;3;1609459228
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-48;5;2;1609459228
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-49;5;2;1609459228
b'eduroam';b'l1\x0e\xba\n\xa4';1;-49;5;2;1609459228
b'AAU';b'l1\x0e\xba\x11\x86';1;-76;0;2;1609459228
b'';b'l1\x0e\xba\n\xa7';1;-49;5;1;1609459228
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-63;7;3;1609459228
b'AAU-1x';b'l1\x0e\xba\x11\x80';1;-74;5;1;1609459228
b'eduroam';b'l1\x0e\xe1\x0fd';6;-60;5;3;1609459228
b'eduroam';b'l1\x0e\xf3U\xe4';6;-61;5;4;1609459228
b'AAU';b'l1\x0e\xf3U\xe6';6;-64;0;3;1609459228
b'AAU';b'l1\x0e\xe1\x0ff';6;-60;0;3;1609459228
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-63;5;3;1609459228
b'AAU-1x';b'l1\x0e\xe1\x0f`';6;-62;5;2;1609459228
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-62;5;2;1609459228
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-62;5;2;1609459228
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-63;5;3;1609459228
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-61;5;3;1609459228
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-61;5;2;1609459228
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-61;5;3;1609459228
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-62;5;2;1609459228
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-61;5;2;1609459228
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-61;0;2;1609459228
b'Bear';b'\xc2+\xf9\xcay\x07';6;-57;5;1;1609459228
b'';b'l1\x0e\xf3U\xe5';6;-63;0;1;1609459228
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-64;7;3;1609459228
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-82;5;1;1609459228
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-61;3;4;1609459228
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-65;7;3;1609459231
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-45;5;2;1609459231
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-44;5;2;1609459231
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-43;5;2;1609459231
b'eduroam';b'l1\x0e\xba\n\xa4';1;-43;5;2;1609459231
b'AAU';b'l1\x0e\xba\n\xa6';1;-41;0;2;1609459231
b'AAU';b'l1\x0e\xba\x11\x86';1;-85;0;1;1609459231
b'EBF0B990';b'\n\xab\xf07\x93\xba';1;-79;0;1;1609459231
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-61;5;2;1609459231
b'AAU-1x';b'l1\x0e\xe1\x0f`';6;-61;5;2;1609459231
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-67;5;3;1609459231
b'Bear';b'\xc2+\xf9\xcay\x07';6;-54;5;3;1609459231
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-62;5;2;1609459231
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-68;5;3;1609459231
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-59;5;2;1609459231
b'';b'l1\x0e\xf3U\xe5';6;-61;0;1;1609459231
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-60;5;2;1609459231
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-69;5;2;1609459231
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-63;5;2;1609459231
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-69;5;2;1609459231
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-67;0;2;1609459231
b'eduroam';b'l1\x0e\xe1\x0fd';6;-65;5;2;1609459231
b'AAU';b'l1\x0e\xe1\x0ff';6;-65;0;3;1609459231
b'eduroam';b'l1\x0e\xf3U\xe4';6;-59;5;2;1609459231
b'AAU';b'l1\x0e\xf3U\xe6';6;-60;0;3;1609459231
b'';b'l1\x0e\xe1\x0fe';6;-63;0;1;1609459231
b'';b'l1\x0e\xf3U\xe7';6;-60;5;1;1609459231
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-67;7;5;1609459231
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-77;5;6;1609459231
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-63;3;4;1609459231
b'AAU-CONF-1';b'l1\x0e\xba\x11\x82';1;-82;5;1;1609459233
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-47;5;3;1609459233
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-47;5;3;1609459233
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-50;5;3;1609459233
b'eduroam';b'l1\x0e\xba\n\xa4';1;-50;5;2;1609459233
b'AAU';b'l1\x0e\xba\n\xa6';1;-49;0;2;1609459233
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-64;7;4;1609459233
b'eduroam';b'l1\x0e\xba\x11\x84';1;-81;5;1;1609459233
b'';b'l1\x0e\xba\x11\x85';1;-79;0;1;1609459233
b'AAU';b'l1\x0e\xba\x11\x86';1;-78;0;2;1609459233
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-62;5;2;1609459233
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-63;5;2;1609459233
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-58;5;3;1609459233
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-62;5;2;1609459233
b'AAU-1x';b'l1\x0e\xe1\x0f`';6;-66;5;2;1609459233
b'eduroam';b'l1\x0e\xf3U\xe4';6;-63;5;2;1609459233
b'AAU';b'l1\x0e\xf3U\xe6';6;-61;0;2;1609459233
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-63;5;2;1609459233
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-60;5;3;1609459233
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-66;5;2;1609459233
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-57;5;3;1609459233
b'eduroam';b'l1\x0e\xe1\x0fd';6;-66;5;2;1609459233
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-61;0;3;1609459233
b'AAU';b'l1\x0e\xe1\x0ff';6;-65;0;2;1609459233
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-60;5;2;1609459233
b'';b'<Q\x0e\x13\xfd\x85';6;-61;0;1;1609459233
b'MiR_202303313';b'\x08U1>\xea\x0c';11;-62;7;5;1609459233
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-82;5;2;1609459233
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-66;3;2;1609459233
b'shl00-210420ab';b'4\x13\xe8\xcf4Q';1;-60;7;3;1609459236
b'AAU-1x';b'l1\x0e\xba\n\xa0';1;-46;5;2;1609459236
b'AAU-1-DAY';b'l1\x0e\xba\n\xa1';1;-45;5;2;1609459236
b'AAU-CONF-1';b'l1\x0e\xba\n\xa2';1;-47;5;2;1609459236
b'eduroam';b'l1\x0e\xba\n\xa4';1;-46;5;2;1609459236
b'AAU';b'l1\x0e\xba\n\xa6';1;-46;0;2;1609459236
b'AAU-1x';b'l1\x0e\xf3U\xe0';6;-54;5;1;1609459236
b'AAU-1x';b'l1\x0e\xe1\x0f`';6;-65;5;2;1609459236
b'AAU-1x';b'<Q\x0e\x13\xfd\x80';6;-59;5;3;1609459236
b'Bear';b'\xc2+\xf9\xcay\x07';6;-53;5;3;1609459236
b'eduroam';b'l1\x0e\xf3U\xe4';6;-56;5;3;1609459236
b'AAU-1-DAY';b'<Q\x0e\x13\xfd\x81';6;-62;5;2;1609459236
b'AAU-1-DAY';b'l1\x0e\xe1\x0fa';6;-69;5;2;1609459236
b'AAU-1-DAY';b'l1\x0e\xf3U\xe1';6;-57;5;2;1609459236
b'AAU-CONF-1';b'<Q\x0e\x13\xfd\x82';6;-61;5;2;1609459236
b'eduroam';b'<Q\x0e\x13\xfd\x84';6;-61;5;2;1609459236
b'AAU';b'<Q\x0e\x13\xfd\x86';6;-59;0;2;1609459236
b'AAU-CONF-1';b'l1\x0e\xf3U\xe2';6;-54;5;2;1609459236
b'AAU-CONF-1';b'l1\x0e\xe1\x0fb';6;-65;5;3;1609459236
b'AAU';b'l1\x0e\xf3U\xe6';6;-57;0;3;1609459236
b'eduroam';b'l1\x0e\xe1\x0fd';6;-66;5;3;1609459236
b'AAU';b'l1\x0e\xe1\x0ff';6;-65;0;3;1609459236
b'';b'l1\x0e\xf3U\xe5';6;-56;0;1;1609459236
b'';b'l1\x0e\xf3U\xe7';6;-59;5;1;1609459236
b'';b'l1\x0e\xe1\x0fg';6;-67;5;1;1609459236
b'linksys';b'\x00\x14\xbf\x8a\xa3,';11;-81;5;1;1609459236
b'ZyXEL';b'\x00\x19\xcbYu\xde';13;-73;3;2;1609459236
