ssid;bssid;channel;RSSI;security;hidden;time
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-78;7;3;1609459357
b'yeahnet';b'\x00\x90L_\x00*';5;-69;0;8;1609459357
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-57;5;3;1609459357
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-57;5;3;1609459357
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-58;5;3;1609459357
b'eduroam';b'l1\x0e\xf3S\x84';6;-61;5;2;1609459357
b'AAU';b'l1\x0e\xf3S\x86';6;-61;0;2;1609459357
b'AAU-1x';b'<Q\x0e\tD\xc0';1;-78;5;2;1609459360
b'AAU-1x';b'<Q\x0e\tQ ';1;-65;5;2;1609459360
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-66;5;2;1609459360
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-66;5;2;1609459360
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-67;5;2;1609459360
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-67;5;2;1609459360
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-63;5;2;1609459360
b'eduroam';b'<Q\x0e\tQ$';1;-65;5;2;1609459360
b'eduroam';b'<Q\x0e.\x05\xe4';1;-65;5;2;1609459360
b'AAU-CONF-1';b'<Q\x0e\tD\xc2';1;-76;5;2;1609459360
b'eduroam';b'<Q\x0e\tD\xc4';1;-75;5;2;1609459360
b'AAU';b'<Q\x0e\tD\xc6';1;-74;0;2;1609459360
b'';b"<Q\x0e\tQ'";1;-66;5;1;1609459360
b'AAU';b'<Q\x0e\tQ&';1;-66;0;2;1609459360
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-82;7;4;1609459360
b'';b'<Q\x0e\tD\xc7';1;-76;5;1;1609459360
b'AAU';b'<Q\x0e.\x05\xe6';1;-63;0;2;1609459360
b'AAU-1-DAY';b'<Q\x0e\tD\xc1';1;-78;5;1;1609459360
b'yeahnet';b'\x00\x90L_\x00*';5;-67;0;7;1609459360
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-58;0;6;1609459360
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-56;5;3;1609459360
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-56;5;3;1609459360
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-56;5;3;1609459360
b'eduroam';b'l1\x0e\xf3S\x84';6;-54;5;2;1609459360
b'AAU';b'l1\x0e\xf3S\x86';6;-54;0;2;1609459360
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-61;5;2;1609459362
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-59;5;2;1609459362
b'AAU-CONF-1';b'<Q\x0e\tD\xc2';1;-83;5;2;1609459362
b'AAU-1x';b'<Q\x0e\tQ ';1;-69;5;2;1609459362
b'eduroam';b'<Q\x0e\tD\xc4';1;-81;5;2;1609459362
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-60;5;2;1609459362
b'AAU';b'<Q\x0e\tD\xc6';1;-83;0;2;1609459362
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-69;5;2;1609459362
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-81;7;5;1609459362
b'eduroam';b'<Q\x0e.\x05\xe4';1;-60;5;2;1609459362
b'AAU';b'<Q\x0e.\x05\xe6';1;-61;0;2;1609459362
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-69;5;2;1609459362
b'eduroam';b'<Q\x0e\tQ$';1;-70;5;2;1609459362
b'AAU';b'<Q\x0e\tQ&';1;-71;0;2;1609459362
b'AAU-1x';b'<Q\x0e\tD\xc0';1;-85;5;1;1609459362
b'AAU-1-DAY';b'<Q\x0e\tD\xc1';1;-80;5;1;1609459362
b'yeahnet';b'\x00\x90L_\x00*';5;-68;0;5;1609459362
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-58;0;3;1609459362
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-55;5;3;1609459362
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-57;5;3;1609459362
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-59;5;3;1609459362
b'eduroam';b'l1\x0e\xf3S\x84';6;-56;5;3;1609459362
b'AAU';b'l1\x0e\xf3S\x86';6;-58;0;2;1609459362
b'';b'l1\x0e\xf3S\x85';6;-60;0;1;1609459362
b'TELLO-F251F6';b'4\xd2b\xf2Q\xf6';8;-88;0;1;1609459362
b'AAU-1x';b'<Q\x0e\tD\xc0';1;-72;5;3;1609459365
b'AAU-1-DAY';b'<Q\x0e\tD\xc1';1;-70;5;3;1609459365
b'AAU-1x';b'<Q\x0e\tQ ';1;-70;5;2;1609459365
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-70;5;2;1609459365
b'AAU-CONF-1';b'<Q\x0e\tD\xc2';1;-72;5;2;1609459365
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-70;5;1;1609459365
b'eduroam';b'<Q\x0e\tQ$';1;-76;5;1;1609459365
b'AAU';b'<Q\x0e\tQ&';1;-75;0;1;1609459365
b'eduroam';b'<Q\x0e\tD\xc4';1;-73;5;2;1609459365
b'AAU';b'<Q\x0e\tD\xc6';1;-74;0;2;1609459365
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-80;7;5;1609459365
b'yeahnet';b'\x00\x90L_\x00*';5;-62;0;9;1609459365
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-62;0;3;1609459365
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-62;5;2;1609459365
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-58;5;2;1609459365
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-60;5;2;1609459365
b'eduroam';b'l1\x0e\xf3S\x84';6;-61;5;3;1609459365
b'AAU';b'l1\x0e\xf3S\x86';6;-58;0;3;1609459365
b'';b'l1\x0e\xf3S\x85';6;-61;0;1;1609459365
b'';b'l1\x0e\xf3S\x87';6;-61;5;1;1609459365
